Date,DFII10,T10YIE,gold_oil_ratio,gold_copper_ratio,gold_log_ret,sp500_log_ret,gold_egarch_vol,sp500_egarch_vol
2009-04-14,1.52,1.28,18.030763553234944,421.22932406473126,-0.0042562650668473,-0.0202685172249355,0.017065770879845815,0.015586677280604975
2009-04-15,1.55,1.27,18.127918533867387,405.17357597242807,0.0021303628238795,0.0124709303888179,0.016421748520110552,0.01778488550727984
2009-04-16,1.59,1.27,17.593037131781152,402.7020687219836,-0.0152364554520092,0.0154193094857326,0.01570771901225178,0.01642943378724922
2009-04-17,1.7,1.28,17.23425378218163,392.2224969902551,-0.0136258629547656,0.0049570542265389,0.015715973570370235,0.015261193108946627
2009-04-20,1.66,1.22,19.33304227005412,416.7253964570002,0.0223447227620576,-0.0437322091416563,0.01563961038790337,0.014103941505684225
2009-04-21,1.69,1.25,18.965813963006376,417.8588110288298,-0.0055395817220631,0.0210293842161455,0.01647212657703447,0.021660800881999197
2009-04-22,1.65,1.33,18.255885683710126,429.88669641621664,0.0109364779177782,-0.0077113202254786,0.015931522048510303,0.019946408422576032
2009-04-23,1.52,1.44,18.25675219496932,450.0248481191937,0.0156870731200111,0.009873443065782,0.015882911790668648,0.019436624049915804
2009-04-24,1.53,1.5,17.722599206735357,441.13951319786645,0.0084638605535172,0.0166578340203313,0.01619039413141243,0.017860589457178864
2009-04-27,1.48,1.47,18.097328190263163,452.79443499613643,-0.0068094180434465,-0.010117587499046,0.01594427841841019,0.01654391992886141
2009-04-28,1.54,1.51,17.884615796087306,466.4576655059643,-0.0162208161810797,-0.0027442976398495,0.015502299288438166,0.016835820897148825
2009-04-29,1.59,1.53,17.65352101713283,447.661687593136,0.0078099248863923,0.0213798537271641,0.015575739727266915,0.015914793821279343
2009-04-30,1.69,1.47,17.423709523035228,433.8529097867286,-0.0101648186978788,-0.000950519220745,0.01532224260301024,0.014872215702032723
2009-05-01,1.8,1.41,16.684209828137135,422.3649588794611,-0.0034865205900747,0.0053818803258085,0.015092252388509982,0.013895746084571923
2009-05-04,1.77,1.42,16.55222976648759,420.3263326820634,0.0156497720942345,0.0333072435877257,0.014536679151947658,0.012891475525316744
2009-05-05,1.77,1.43,16.784918455532242,433.5332117812286,0.002326524768776,-0.0037989294772939,0.014931840831063317,0.01231631677683346
2009-05-06,1.74,1.44,16.16080932790302,416.0383962321911,0.0074964387519171,0.0172546183294191,0.014327003660748086,0.012059102000161663
2009-05-07,1.74,1.55,16.134720768326186,422.5352257820168,0.004930166107858,-0.0132903389857608,0.014131080499600084,0.011384349091548285
